"","ID","Date","Phosphorus","Nitrogen","Chlorophyll","Secchi","Color","Temperature","Conductivity","Site","Sensor_Type","Salinity","Sun_Code","DO","Depth"
"128",128,2018-06-25 15:50:00,NA,NA,NA,NA,NA,31.6,17.96,4,"YSI",9.2,NA,15.11,1.05
"129",129,2018-06-25 16:09:00,NA,NA,NA,NA,NA,30.9,18.13,3,"YSI",9.2,NA,12.6,1.13
"130",130,2018-06-25 16:21:00,NA,NA,NA,NA,NA,30.5,23.54,9,"YSI",12.7,NA,9.09,0.97
"131",131,2018-06-25 16:50:00,NA,NA,NA,NA,NA,30.1,20.69,2,"YSI",11.1,NA,9.02,1.18
"132",132,2018-06-25 17:09:00,NA,NA,NA,NA,NA,32.5,4.9,8,"YSI",2.2,NA,12.22,0.76
"133",133,2018-06-25 17:24:00,NA,NA,NA,NA,NA,31.7,13.13,7,"YSI",0.6,NA,10.22,1.92
"134",134,2018-06-25 18:01:00,NA,NA,NA,NA,NA,29.4,0.3338,1,"YSI",0.2,NA,10.08,0.71
"135",135,2018-06-25 17:42:00,NA,NA,NA,NA,NA,29.6,0.3454,6,"YSI",0.1,NA,10.06,0.51
"136",136,2018-01-11 11:00:00,41,810,10,1.15853658536585,20,NA,26,1,"LAKEWATCH",NA,2,NA,NA
"137",137,2018-01-11 11:45:00,20,330,9,1.67682926829268,10,NA,34,2,"LAKEWATCH",NA,1,NA,NA
"138",138,2018-01-11 09:00:00,22,340,6,1.67682926829268,9,NA,36,3,"LAKEWATCH",NA,5,NA,NA
"139",139,2018-01-11 10:00:00,19,330,10,1.3719512195122,10,NA,37,4,"LAKEWATCH",NA,5,NA,NA
"140",140,2018-01-11 10:20:00,17,340,19,1.52439024390244,9,NA,35,5,"LAKEWATCH",NA,2,NA,NA
"141",141,2018-01-11 10:50:00,46,940,9,1.21951219512195,27,NA,26,6,"LAKEWATCH",NA,1,NA,NA
"142",142,2018-01-27 10:40:00,42,670,3,1.06707317073171,23,NA,21,1,"LAKEWATCH",NA,3,NA,NA
"143",143,2018-01-27 11:20:00,23,360,12,1.52439024390244,13,NA,28,2,"LAKEWATCH",NA,3,NA,NA
"144",144,2018-01-27 09:40:00,26,390,11,1.82926829268293,13,NA,31,3,"LAKEWATCH",NA,3,NA,NA
"145",145,2018-01-27 09:50:00,21,340,10,1.21951219512195,14,NA,29,4,"LAKEWATCH",NA,3,NA,NA
"146",146,2018-01-27 10:05:00,22,420,11,1.61585365853659,17,NA,31,5,"LAKEWATCH",NA,3,NA,NA
"147",147,2018-01-27 10:25:00,38,530,8,1.3719512195122,20,NA,19,6,"LAKEWATCH",NA,3,NA,NA
"148",148,2018-02-22 10:02:00,74,650,1,0.609756097560976,90,NA,5,1,"LAKEWATCH",NA,1,NA,NA
"149",149,2018-02-22 10:52:00,38,480,11,1.3109756097561,20,NA,28,2,"LAKEWATCH",NA,1,NA,NA
"150",150,2018-02-22 08:47:00,38,470,0,1.21951219512195,13,NA,32,3,"LAKEWATCH",NA,1,NA,NA
"151",151,2018-02-22 09:07:00,36,450,5,0.853658536585366,13,NA,33,4,"LAKEWATCH",NA,1,NA,NA
"152",152,2018-02-22 09:33:00,37,470,6,1.06707317073171,21,NA,25,5,"LAKEWATCH",NA,1,NA,NA
"153",153,2018-02-22 09:48:00,69,740,1,0.914634146341463,90,NA,7,6,"LAKEWATCH",NA,1,NA,NA
"154",154,2018-04-04 12:30:00,90,730,13,0.609756097560976,27,NA,11,1,"LAKEWATCH",NA,5,NA,NA
"155",155,2018-04-04 12:00:00,47,660,4,1.21951219512195,24,NA,18,2,"LAKEWATCH",NA,2,NA,NA
"156",156,2018-04-04 11:00:00,43,550,6,1.21951219512195,24,NA,23,3,"LAKEWATCH",NA,2,NA,NA
"157",157,2018-04-04 10:50:00,57,630,8,1.06707317073171,20,NA,26,4,"LAKEWATCH",NA,2,NA,NA
"158",158,2018-04-04 14:30:00,47,690,9,1.52439024390244,22,NA,21,5,"LAKEWATCH",NA,5,NA,NA
"159",159,2018-04-04 14:00:00,58,780,10,1.06707317073171,27,NA,15,6,"LAKEWATCH",NA,5,NA,NA
"160",160,2018-08-06 11:49:00,NA,NA,NA,NA,NA,31.5,36.25,3,"YSI",19.9,NA,10.86,1.83
"161",161,2018-08-06 12:14:00,NA,NA,NA,NA,NA,31.2,38.16,4,"YSI",21.3,NA,10.67,1.22
"162",162,2018-08-06 12:35:00,NA,NA,NA,NA,NA,30.7,34.56,5,"YSI",19.2,NA,8.64,1.52
"163",163,2018-08-06 12:56:00,NA,NA,NA,NA,NA,29.7,18.71,6,"YSI",10,NA,7.91,0.3
"164",164,2018-08-06 13:10:00,NA,NA,NA,NA,NA,29.5,19.18,1,"YSI",10.5,NA,7.54,1.14
"165",165,2018-08-06 13:56:00,NA,NA,NA,NA,NA,30.7,23.91,2,"YSI",12.4,NA,5.44,-999
"166",166,2018-04-30 09:30:00,133,1560,8,0.304878048780488,59,NA,4.58,1,"LAKEWATCH",NA,1,NA,NA
"167",167,2018-04-30 10:31:00,100,1140,14,0.76219512195122,66,NA,13,2,"LAKEWATCH",NA,1,NA,NA
"168",168,2018-04-30 10:49:00,91,1110,21,0.914634146341463,65,NA,17,3,"LAKEWATCH",NA,1,NA,NA
"169",169,2018-04-30 08:15:00,73,800,20,0.365853658536585,56,NA,13,4,"LAKEWATCH",NA,1,NA,NA
"170",170,2018-04-30 08:45:00,108,820,10,0.609756097560976,65,NA,5,5,"LAKEWATCH",NA,1,NA,NA
"171",171,2018-04-30 09:10:00,115,1430,6,0.609756097560976,86,NA,5.38,6,"LAKEWATCH",NA,1,NA,NA
"172",173,2018-05-24 08:04:00,57,840,6,1.21951219512195,26,NA,6,1,"LAKEWATCH",NA,3,NA,NA
"173",174,2018-05-24 09:22:00,50,650,7,1.06707317073171,21,NA,18,2,"LAKEWATCH",NA,3,NA,NA
"174",175,2018-05-24 10:28:00,54,540,11,1.06707317073171,19,NA,22,3,"LAKEWATCH",NA,3,NA,NA
"175",176,2018-05-24 10:05:00,57,700,10,1.06707317073171,29,NA,24,4,"LAKEWATCH",NA,3,NA,NA
"176",177,2018-05-24 09:41:00,54,650,10,1.06707317073171,24,NA,28,5,"LAKEWATCH",NA,3,NA,NA
"177",178,2018-05-24 07:41:00,86,1130,9,1.06707317073171,29,NA,17,6,"LAKEWATCH",NA,3,NA,NA
"178",179,2018-07-02 11:20:00,96,1330,1,0.701219512195122,142,NA,2.84,1,"LAKEWATCH",NA,3,NA,NA
"179",180,2018-07-02 11:25:00,119,920,22,0.76219512195122,101,NA,12,2,"LAKEWATCH",NA,3,NA,NA
"180",181,2018-07-02 11:35:00,86,750,10,0.914634146341463,53,NA,27,3,"LAKEWATCH",NA,3,NA,NA
"181",182,2018-07-02 12:45:00,92,890,14,0.914634146341463,57,NA,28,4,"LAKEWATCH",NA,3,NA,NA
"182",183,2018-07-02 09:30:00,94,730,24,0.76219512195122,78,NA,13,5,"LAKEWATCH",NA,3,NA,NA
"183",184,2018-07-02 11:36:00,93,1170,1,0.701219512195122,146,NA,3.16,6,"LAKEWATCH",NA,3,NA,NA
"184",185,2018-08-20 13:29:00,NA,NA,NA,NA,NA,29.8,1.1,1,"YSI",0.5,NA,9.35,0.74
"185",186,2018-08-20 16:03:00,NA,NA,NA,NA,NA,29.2,0.929,6,"YSI",0.4,NA,9.12,0.96
"186",187,2018-08-20 16:51:00,NA,NA,NA,NA,NA,32.5,10.1,4,"YSI",14.6,NA,6.82,0.9
"187",188,2018-08-20 17:18:00,NA,NA,NA,NA,NA,32.7,27.87,3,"YSI",13.5,NA,5.17,1.13
"188",189,2018-08-20 16:31:00,NA,NA,NA,NA,NA,32.9,26.83,5,"YSI",4.8,NA,9.3,1.11
"189",190,2018-08-20 17:35:00,NA,NA,NA,NA,NA,33.1,21.27,9,"YSI",10.8,NA,7.01,0.85
"190",191,2018-08-20 18:00:00,NA,NA,NA,NA,NA,33.1,10.76,8,"YSI",5.2,NA,9.73,0.9
"191",192,2018-08-20 18:20:00,NA,NA,NA,NA,NA,31.7,3.91,7,"YSI",1.8,NA,8.73,1.18
"192",193,2018-07-24 15:21:00,NA,NA,NA,NA,NA,27.6,1.6,6,"YSI",0.8,NA,8.99,1.35
"193",194,2018-07-24 15:43:00,NA,NA,NA,NA,NA,28.4,7.2,5,"YSI",3.7,NA,12.37,1.31
"194",195,2018-07-24 16:02:00,NA,NA,NA,NA,NA,29,11.7,4,"YSI",6.1,NA,14.25,1
"195",196,2018-07-24 16:29:00,NA,NA,NA,NA,NA,28.8,12.51,3,"YSI",6.6,NA,13.51,1.25
"196",197,2018-07-24 16:46:00,NA,NA,NA,NA,NA,29.1,10.73,9,"YSI",5.6,NA,11.25,-999
"197",198,2018-07-24 17:06:00,NA,NA,NA,NA,NA,30,3.28,8,"YSI",1.5,NA,10.49,0.9
"198",199,2018-07-24 17:22:00,NA,NA,NA,NA,NA,29.2,0.977,7,"YSI",0.4,NA,9.55,1.05
"199",200,2018-09-05 15:07:00,NA,NA,NA,NA,NA,29.3,42.3,4,"YSI",24.8,NA,17.73,0.91
"200",201,2018-09-05 15:30:00,NA,NA,NA,NA,NA,28.9,43.2,3,"YSI",25.5,NA,11.38,0.91
"201",202,2018-09-05 15:45:00,NA,NA,NA,NA,NA,29,42.5,9,"YSI",25.1,NA,12.28,0.91
"202",203,2018-09-05 16:14:00,NA,NA,NA,NA,NA,30.1,37.9,5,"YSI",21.7,NA,14.01,1.22
"203",204,2018-09-05 16:44:00,NA,NA,NA,NA,NA,28.3,30.9,6,"YSI",18.3,NA,6.7,0.91
"204",205,2018-09-05 17:02:00,NA,NA,NA,NA,NA,27.6,4.4,1,"YSI",2.2,NA,9.15,0.91
"205",206,2018-09-05 18:23:00,NA,NA,NA,NA,NA,29.6,20.16,7,"YSI",10.6,NA,6,0.91
"206",207,2018-09-05 18:33:00,NA,NA,NA,NA,NA,29.1,40.8,8,"YSI",23.9,NA,9.63,-999
"207",208,2018-09-21 16:49:00,NA,NA,NA,NA,NA,29.6,16.7,6,"YSI",8.9,NA,9.25,1.1
"208",209,2018-09-21 17:10:00,NA,NA,NA,NA,NA,29.1,11.72,1,"YSI",6.1,NA,9.23,0.8
"209",210,2018-09-21 17:36:00,NA,NA,NA,NA,NA,31.1,32.34,5,"YSI",17.7,NA,7.42,0.8
"210",211,2018-09-21 17:51:00,NA,NA,NA,NA,NA,31.3,38,4,"YSI",21.1,NA,10.6,0.7
"211",212,2018-09-21 18:14:00,NA,NA,NA,NA,NA,31.2,40.55,3,"YSI",22.7,NA,11.43,1
"212",213,2018-09-21 18:29:00,NA,NA,NA,NA,NA,31.7,33.72,9,"YSI",18.4,NA,15.14,0.6
"213",214,2018-09-21 18:47:00,NA,NA,NA,NA,NA,31.6,32.86,2,"YSI",17.8,NA,5.01,1.1
"214",215,2018-09-21 19:04:00,NA,NA,NA,NA,NA,31.4,26.72,8,"YSI",14.3,NA,4.43,0.8
"215",216,2018-09-21 19:28:00,NA,NA,NA,NA,NA,30.2,10.72,7,"YSI",5.4,NA,7.5,1
"216",217,2018-10-04 15:32:00,NA,NA,NA,NA,NA,27.8,13.07,1,"YSI",7.1,NA,10.53,0.5
"217",218,2018-10-04 15:58:00,NA,NA,NA,NA,NA,27.9,12.46,6,"YSI",6.7,NA,10.95,0.7
"218",219,2018-10-04 16:18:00,NA,NA,NA,NA,NA,29.7,40.45,5,"YSI",23.4,NA,13.55,0.8
"219",220,2018-10-04 16:40:00,NA,NA,NA,NA,NA,29.2,44.13,4,"YSI",26,NA,12.55,0.5
"220",221,2018-10-04 17:00:00,NA,NA,NA,NA,NA,29.4,43,3,"YSI",25.2,NA,12.04,0.8
"221",222,2018-10-04 17:21:00,NA,NA,NA,NA,NA,29.5,46.95,9,"YSI",27.7,NA,11.75,0.5
"222",223,2018-10-04 17:43:00,NA,NA,NA,NA,NA,29.7,40.04,2,"YSI",23.1,NA,13.22,0.9
